ra,dec,redshift,x,y,z
229.0774503,6.754901932,0.03516951,-22.877457694238302,-26.389465790806703,4.136720725922834
150.3868381,6.76023725,0.09391105,-81.07688535642333,46.08271980237768,11.054723362410977
237.8673557,2.774208068,0.08947377,-47.53363736344492,-75.67929193691056,4.330543723514959
319.1025562,-1.0842899990000001,0.000129041,0.09752239114094174,-0.08446892991516229,-0.0024418816802975907
150.27005559999998,37.4243331,0.000121233,-0.08360515210110755,0.04774546427364047,0.07367489037959399
173.4309341,31.27816014,0.05761401,-48.91692732982457,5.633119361677758,29.912812223959374
162.7869524,16.18041443,0.000210536,-0.19314028041776485,0.05983510448315326,0.05866855757249615
182.4447162,32.08717586,0.07862549,-66.5540963836113,-2.841477872570894,41.76656480728055
191.02565859999999,2.619181961,6.829999999999999e-05,-0.0669692595576062,-0.013048631890892956,0.003121134422280139
99.88279178,37.08974309,0.000161419,-0.02209994521480562,0.1268519097877492,0.09734618105351295
24.89457531,-1.190519748,0.0,0.0,0.0,-0.0
250.20343309999998,30.18413579,2.44e-05,-0.007143370427413882,-0.019845205542378046,0.012267847240551886
236.90424950000002,1.275773194,0.000236515,-0.1291145961039297,-0.19809350434323597,0.005265912545367389
200.6449148,33.15713723,0.03689363,-28.90296005590315,-10.889774521097133,20.178494628277654
224.6932495,7.672703653999999,0.05628496,-39.653753668808136,-39.23141373469394,7.514833235165882
175.4084283,57.22572893,0.0,-0.0,0.0,0.0
234.5652006,3.044033288,0.07744062,-44.83487354498925,-63.00771559991002,4.112361252380122
34.23427463,6.209951339,0.000199597,0.16404737879449843,0.11162999954439316,0.02159081104018856
219.07734480000002,4.926582069,0.08374397,-64.76990968794794,-52.59456655076353,7.1918620477087885
121.03203090000001,12.18262734,0.000277837,-0.14000420462689403,0.23271134040868188,0.05863150433841322
334.0086012,-9.200986801,0.08348213,74.07324933154607,-36.1141736089558,-13.348641404491687
168.01333540000002,42.85670891,3.34e-05,-0.023950252304902817,0.005084957378152395,0.022717584004331774
32.02007873,-0.341864744,0.06557538,55.597905393340305,34.768524421924695,-0.3912640279986414
116.6050497,30.44050853,0.05536656,-21.377360109454646,42.680205936197694,28.051104474299265
144.612856,40.10416969,0.00014535,-0.09063588288290053,0.06438096637527493,0.09363146053876795
354.0645052,11.26111819,0.0,0.0,-0.0,0.0
237.3527747,27.58126821,0.09476142,-45.310882099153474,-70.72215639426456,43.87513280616023
132.2056635,6.855092658999999,5.8599999999999995e-05,-0.03908568966251706,0.04309694834744533,0.0069944196859378464
121.70824750000001,12.06160088,0.03662611,-18.82548500319133,30.471246082575025,7.653509672161852
134.1887997,10.91169297,0.000804288,-0.5504730498315956,0.5662853007947545,0.15224837094989255
208.04725200000001,31.34844638,0.04025604,-30.341916381364157,-16.165194666616554,20.942859121387823
212.9469636,45.73502386,0.06133926,-35.927935594201436,-23.284620028092785,43.92624194526382
119.646999,27.53185871,0.000316033,-0.13862383534957826,0.24355668129972205,0.14608364849030386
51.34621073,1.166031425,5.42e-06,0.0033847014939849623,0.004231788126509973,0.00011029528070218899
222.0172232,51.11048373,0.07593819,-35.42025726557386,-31.911827622919226,59.10710053353787
246.8017511,29.64422313,0.04702892,-16.100622991878584,-37.568738966905464,23.261107197988448
318.9504498,0.449204504,0.008636752,6.513136636079059,-5.671679761386873,0.06771228502485178
223.8496466,18.86992159,0.05693368,-38.85163771688859,-37.32205827758401,18.413531192649145
115.10425320000002,42.19873355,0.000713585,-0.2242833185909176,0.47870110743955296,0.4793180519894808
181.42690119999997,18.53765368,2.5e-05,-0.02369552303509617,-0.0005902382748748303,0.007948195195898226
223.5190794,36.55570039,0.07139444,-41.58678107681734,-39.49070922368753,42.52281255505836
147.62132739999998,27.54139392,4.270000000000001e-05,-0.03197474021472496,0.020275095594546676,0.01974402407901806
195.76539430000003,38.90876106,0.000463631,-0.347201660682557,-0.09802170985132329,0.2911983093668258
238.5304133,33.8822576,0.07414723,-32.13501303490243,-52.50211058664205,41.33619525146889
202.7947128,58.17895704,0.06011721,-29.22223634123763,-12.280724079247378,51.08153930227969
179.6622494,30.71359132,0.07915038,-68.046864106378,0.4011313851126634,40.4258089967833
171.37626740000002,19.57384694,6.0299999999999995e-05,-0.05617295816423193,0.00851916238241603,0.020201798023479895
129.2210886,23.71416288,0.08576669,-49.65238523360489,60.834109821616,34.493141874601115
128.0931316,3.928627451,0.000269575,-0.16592120974097072,0.2116594120080769,0.018469599115517998
121.52421090000001,10.26533844,0.03499935,-18.006795356462963,29.356567459223296,6.237128219383944
188.43170959999998,19.65389742,0.07314886,-68.14273573924025,-10.1009819647981,24.602712220779516
22.9440755,-1.245294538,0.09597953,88.36531027585518,37.407100023898515,-2.0859018852273628
226.3141296,20.16905694,0.000190608,-0.12358063731570741,-0.12938361474683904,0.06571998158615927
71.7025077,10.20245114,0.000282802,0.087382062316767,0.2642577441994816,0.050091825878779646
240.6892654,44.72628677,0.0,-0.0,-0.0,0.0
242.7957455,2.8105721860000004,0.000217149,-0.0991532843263933,-0.19289619207564146,0.010647698859690264
180.2199198,49.59705389,0.000184224,-0.1194055747079854,-0.000458319605587312,0.14028749355446782
15.96855876,-8.770084446,0.00011042,0.10491800208622908,0.030022454783532538,-0.016835719378891303
180.92875969999997,0.8843873999999999,0.00016467,-0.16462875235951943,-0.0026688517981193374,0.0025416582436862947
131.65538529999998,56.09895992,9.340000000000001e-05,-0.03462474480978548,0.038922940267982736,0.07752220177311969
220.9465568,51.75519415,0.04455988,-20.83446239116555,-18.077030784869844,34.99612893576054
185.9220618,27.17168841,0.09415899,-83.32074937106373,-8.642788506388836,42.998492170055385
252.2737242,20.18817091,0.03575721,-10.218144586861694,-31.967056269435897,12.339971703890098
319.18615960000005,0.172918147,0.03181651,24.079808454024466,-20.795285841085576,0.09602179511668292
208.50428300000002,33.53565067,0.07601731,-55.68278945787534,-30.238677638336814,41.99619926268063
238.40878619999998,50.6462556,0.05836375,-19.387272085724803,-31.524391899518793,45.12952149648974
186.582175,58.40297619,8.2e-05,-0.04268002324421972,-0.004924791936597404,0.0698438403887851
117.86714380000001,49.60397048,0.000323048,-0.09785816647343124,0.18507848168863353,0.2460279357599221
202.6151495,12.81576425,0.04685735,-42.176882996487976,-17.569627594590546,10.393746962018357
135.7334343,28.94163022,0.04788355,-30.00712062656393,29.248556549905206,23.1717287238639
154.074175,4.8651085169999995,0.00069725,-0.6248200363282275,0.3037444128204871,0.05913388523621531
182.5866154,20.53240545,0.00016294,-0.1524336014676157,-0.006886286984983022,0.05714910143801527
320.7445376,1.026691163,0.030994900000000002,23.99649973720167,-19.6097778676216,0.5553722670591673
352.6758636,-1.9479635819999999,0.05750718,57.005007366123,-7.326919167393624,-1.9547742210141608
191.95107230000002,1.12007839,0.0005634290000000001,-0.551111233540462,-0.11665051410544933,0.011013803405037423
118.80322369999999,9.057327029,9.7e-05,-0.0461521667949197,0.08393929233703867,0.015269993519680157
311.1182522,-5.817225832,0.000132095,0.08642034472969719,-0.09900181813027523,-0.013388541694307305
129.228263,48.22862447,3.5499999999999996e-05,-0.014955695970993933,0.01831903780748921,0.026476215965106804
184.2323324,48.68346012,0.0789268,-51.96683284018571,-3.8456902627516945,59.279833916798154
187.1906661,51.28916291,0.08271482,-51.32219917722687,-6.47500750673664,64.54337763886514
161.137374,56.67826299,0.06715363,-34.909033371728825,11.926598827800527,56.11350685556136
162.6271199,20.07280367,4.51e-05,-0.04042809157616211,0.012648383863073721,0.015478946900929236
124.28319259999999,-1.009734081,0.000292314,-0.1646301410865387,0.24149090252193645,-0.005151236838562052
169.857365,35.09062584,0.028931799999999997,-23.303309474676976,4.168844701085041,16.63206399174995
194.7665335,38.62611221,0.05242113,-39.600689918715446,-10.438211918574533,32.72314105310763
35.0787497,-4.498419037,0.000438487,0.35773609137852785,0.25122297124681825,-0.03439123161699681
181.21249680000003,-0.351839316,0.000803078,-0.8028830462177355,-0.016993197044427148,-0.004931473850572103
247.46993730000003,29.6620624,0.09692846,-32.27306209307684,-77.79858162894128,47.968286582209345
338.4467962,12.9102095,0.09958481,90.280182774358,-35.65918561392029,22.249617127415792
195.450659,46.14256457,4.93e-06,-0.003292383738770658,-0.0009100062105724791,0.003554855554505424
218.06002880000003,10.07789171,0.05498869,-42.628159356906075,-33.37675039056252,9.622296561861189
155.6031824,7.676598297000001,0.04538137,-40.958715338537765,18.57695424987546,6.062107858786838
222.5096097,27.82405867,0.03090634,-20.14898171100225,-18.469357988737624,14.42578260231141
186.15298280000002,37.41015066,0.04037986,-31.88923541563469,-3.4378046373653866,24.531434069396326
138.21889319999997,18.63299022,0.05297164,-37.430280283934735,33.4443301005495,16.92470225088659
156.6035972,18.88329272,0.000320814,-0.278589889875221,0.1205358451909195,0.103828733399878
237.73965930000003,9.27298962,0.08086127,-42.59705093724139,-67.48524816783744,13.029870190771534
252.0786005,43.93946753,0.000803497,-0.17803500964784483,-0.5505039275352592,0.5575449669012766
228.7994131,3.790829275,0.08075412,-53.07612824702256,-60.627119812230085,5.338993402647311
147.7712091,17.05620724,0.02815834,-22.77219481777343,14.356402276394418,8.259114263364454
352.5443256,15.102057,0.06758501,64.69918484001022,-8.46689383348191,17.60854243118482
110.253293,41.051862,0.0230287,-6.011708368801399,16.292564856668076,15.123912078881824
130.5725639,18.01197566,3.45e-05,-0.02133946383222746,0.024921321213025625,0.010667944148253434
40.12893737,-1.115982477,0.000379832,0.29036293598458834,0.24475903891676976,-0.0073977360691643845
182.3719819,16.07123882,0.08412512,-80.76809973786399,-3.345621532592602,23.2885529028642
180.43782180000002,55.72964629,8.609999999999999e-05,-0.04848136788913504,-0.0003704742842982935,0.07115215890191258
183.8428496,59.97748687,0.06013693,-30.021275240826082,-2.0165629839527637,52.06829031638368
115.39058270000001,41.31649626,5.15e-05,-0.01658560281930401,0.03494402025213792,0.03400122391530148
32.04216899,23.13016388,4.8200000000000006e-05,0.0375728024857555,0.023516561043100535,0.01893398716785591
28.92065599,30.720350300000003,0.01076096,8.09720845807116,4.473708714901527,5.497217991161983
135.6452602,0.315856931,0.000141519,-0.10118810638289831,0.09893425012302688,0.0007801539832706873
147.2493514,59.19636801,0.000502933,-0.21660855726245243,0.13933077238826985,0.43198295252864666
330.8938956,12.85737385,8.070000000000001e-05,0.06874135949607438,-0.038270543161729745,0.017957756561932974
194.10005519999999,53.40138018,0.09155434,-52.940649336807844,-13.297826205380844,73.50273898872226
